course_name,category,sub_category,course_website,duration,duration_term,study_mode,degree_level,monthly_intake,intake_day,intake_month,apply_day,apply_month,city,domestic_only,international_fee,domestic_fee,fee_term,fee_year,currency,study_load,ielts_listening,ielts_speaking,ielts_writing,ielts_reading,ielts_overall,pte_listening,pte_speaking,pte_writing,pte_reading,pte_overall,toefl_listening,toefl_speaking,toefl_writing,toefl_reading,toefl_overall,english_test,reading,listening,speaking,writing,overall,academic_level,academic_score,score_type,academic_country,other_test,score,other_requirements,course_description,course_structure,career,scholarship
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Our graduates have established successful careers as artists, working nationally and internationally, such as Turner Prize winner Susan Philipsz. ,Fine Art graduates have developed careers in:,Our graduates enter industries that require creative skills and knowledge, including the media, film, and entertainment industries.",
,,,,,,,,,,,,,,,,,,,,,5.5,5.5,6.0,5.5,6.0,56,56,56,56,62,21,20,23,20,88,6.5,5.5,5.5,5.5,6.0,6.5,,,,,,,,,,,
,,,,,,,,,,,,,,," £ 18,150"," £ 1,820",Year,2020,Pound Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
            Contemporary Practice 1 (DJ21004)
          ,
            Introduction to Critical & Contextual Studies (DJ21005)
          ,
            Contemporary Practice 2 (DJ22003)
          ,
            Art & Media Cultures (DJ22004)
          ,
            Independent Creative & Professional Practice 1 (DJ31011)
          ,
            Critical Studies: Introduction to Dissertation (DJ32001)
          ,
            Independent Creative & Professional Practice 2 (DJ32002)
          ,
            Art, Science and Visual Thinking (DJ31001)
          ,
            The Contemporary Portrait (DJ31004)
          ,
            Print and Printability (DJ31005)
          ,
            The Undiscovered Landscape (DJ31009)
          ,
            Design Values, Issues & Ethics (DJ31014)
          ,
            Principles of Visual Effects (DJ31015)
          ,
            Comic Art & Graphic Novels (DJ31017)
          ,
            Critical Making: Materials & Fabrication (DJ31019)
          ,
            Thinking Photography (DJ31039)
          ,
            Squirrel. Badger, Hog, Fable (DJ31040)
          ,
            Cultural Appreciation (Art & Design) (DJ31042)
          ,
            Communication in Moving Image (DJ31043)
          ,
            Scientific Illustration and Visualisation (DJ31044)
          ,
            Undergraduate Work Placement (DJ32017)
          ,
            Critical Studies: Dissertation (DJ40002)
          ,
            Honours Creative & Professional Practice (DJ40003)
          ,
            3 + 1 + 1 Personal Programme of Study (DJ40008)
          ",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Many of our graduates have moved into financial planning, investment, insurance, pensions and wider financial roles. We also see a number of graduates following the Chartered Accountancy route.,We've also seen graduates moving into journalism, politics, marketing and more general business roles.",
,,,,,,,,,,,,,,," £ 18,150"," £ 1,820",Year,2020,Pound Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
            Foundations of Economic Analysis (BU12004)
          ,
            Global Economic Perspectives (BU11004)
          ,
            The Physical Environment (EV11001)
          ,
            Environments For Life (EV12002)
          ,
            Introduction to Geography Part 1: The Unequal World (GE11001)
          ,
            Introduction to Geography Part 2: Environment, the City and Society (GE12002)
          ,
            The Globalizing World (HU12001)
          ,
            Age of Revolution c.1688 to 1871 (HY11004)
          ,
            The Rise of Atlantic Empires, 1500-1750 (HY11005)
          ,
            Mathematics 1A (MA11001)
          ,
            Mathematics 1B (MA12001)
          ,
            Plato and the Good Life (PI11006)
          ,
            Descartes, Thought and Reality (PI11007)
          ,
            Politics and Public Policy (PO11001)
          ,
            Applied Spanish 1A (Intensive) (PS11001)
          ,
            Applied Spanish 1A (PS11003)
          ,
            Applied Spanish 1B (Intensive) (PS12002)
          ,
            Applied Spanish 1B (PS12004)
          ,
            Introductory Psychology:1 (PY11001)
          ,
            Introductory Psychology:2 (PY12002)
          ,
            Microeconomics (BU21004)
          ,
            Macroeconomics and Applied Policy (BU22005)
          ,
            Career Planning Module Online (AG20001)
          ,
            Career Planning (AG22035)
          ,
            Internship (AG22037)
          ,
            Contemporary Challenges for Europe (EU21002)
          ,
            Management and Monitoring (EV21001)
          ,
            Mechanisms and Measurements (EV22002)
          ,
            Dynamic Human Worlds: Society, Culture, Economy (GE21001)
          ,
            Dynamic Physical Worlds: Earth, Water and Ice (GE22002)
          ,
            Contemporary America in Context (HU22001)
          ,
            Mathematics 2A (MA21001)
          ,
            Mathematics 2B (MA22001)
          ,
            Thinking about life: Existentialism, Life World and Dasein (PI21004)
          ,
            Aesthetics (PI22006)
          ,
            International Relations (PO21001)
          ,
            Comparative Politics (PO22002)
          ,
            Applied Spanish 2A (Intensive) (PS21001)
          ,
            Applied Spanish 2A (PS21003)
          ,
            Understanding the Mind (PY21001)
          ,
            Financial Institutions (BU30014)
          ,
            Microeconomic Analysis (BU30016)
          ,
            Macroeconomic Analysis (BU30017)
          ,
            Applied Spanish 3: Language and Culture in Context (PS30002)
          ,
            Behavioural Economics (BU30022)
          ,
            International Finance (BU40017)
          ,
            Financial Economic Analysis (BU40022)
          ,
            Applied Spanish 4: Language and Culture in Context (PS40002)
          ",,
,,,,,,,,,,,,,,,,,,,,,5.5,5.5,6.0,5.5,6.0,56,56,56,56,62,21,20,23,20,88,6.5,5.5,5.5,5.5,6.0,6.5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Many of our graduates have moved into financial planning, investment, insurance, pensions and wider financial roles. We also see a number of graduates following the Chartered Accountancy route.,We've also seen graduates moving into journalism, politics, marketing and more general business roles.",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
            Foundations of Economic Analysis (BU12004)
          ,
            Global Economic Perspectives (BU11004)
          ,
            The Physical Environment (EV11001)
          ,
            Environments For Life (EV12002)
          ,
            Introduction to Geography Part 1: The Unequal World (GE11001)
          ,
            Introduction to Geography Part 2: Environment, the City and Society (GE12002)
          ,
            The Globalizing World (HU12001)
          ,
            Age of Revolution c.1688 to 1871 (HY11004)
          ,
            The Rise of Atlantic Empires, 1500-1750 (HY11005)
          ,
            Mathematics 1A (MA11001)
          ,
            Mathematics 1B (MA12001)
          ,
            Applied French 1A (Intensive) (PF11001)
          ,
            Applied French 1A (PF11003)
          ,
            Applied French 1B (Intensive) (PF12002)
          ,
            Applied French 1B (PF12004)
          ,
            Plato and the Good Life (PI11006)
          ,
            Descartes, Thought and Reality (PI11007)
          ,
            Politics and Public Policy (PO11001)
          ,
            Introductory Psychology:1 (PY11001)
          ,
            Introductory Psychology:2 (PY12002)
          ,
            Microeconomics (BU21004)
          ,
            Macroeconomics and Applied Policy (BU22005)
          ,
            Career Planning Module Online (AG20001)
          ,
            Career Planning (AG22035)
          ,
            Internship (AG22037)
          ,
            Economics of an Unequal World (BU21006)
          ,
            Contemporary Challenges for Europe (EU21002)
          ,
            Management and Monitoring (EV21001)
          ,
            Mechanisms and Measurements (EV22002)
          ,
            Dynamic Human Worlds: Society, Culture, Economy (GE21001)
          ,
            Dynamic Physical Worlds: Earth, Water and Ice (GE22002)
          ,
            Contemporary America in Context (HU22001)
          ,
            Scotland and the Wider World (HY22006)
          ,
            Mathematics 2A (MA21001)
          ,
            Mathematics 2B (MA22001)
          ,
            Applied French 2A (Intensive) (PF21001)
          ,
            Applied French 2A (PF21003)
          ,
            Applied French 2B (Intensive) (PF22002)
          ,
            Applied French 2B (PF22004)
          ,
            Thinking about life: Existentialism, Life World and Dasein (PI21004)
          ,
            Aesthetics (PI22006)
          ,
            International Relations (PO21001)
          ,
            Comparative Politics (PO22002)
          ,
            Understanding the Mind (PY21001)
          ,
            Financial Institutions (BU30014)
          ,
            Microeconomic Analysis (BU30016)
          ,
            Macroeconomic Analysis (BU30017)
          ,
            Applied French 3: Language and Culture in Context (PF30002)
          ,
            Behavioural Economics (BU30022)
          ,
            International Finance (BU40017)
          ,
            Financial Economic Analysis (BU40022)
          ,
            Applied French 4: Language and Culture in Context (PF40002)
          ",,
,,,,,,,,,,,,,,," £ 18,150"," £ 1,820",Year,2020,Pound Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,5.5,5.5,6.0,5.5,6.0,56,56,56,56,62,21,20,23,20,88,6.5,5.5,5.5,5.5,6.0,6.5,,,,,,,,,,,
,,,,,,,,,,,,,,," £ 18,150"," £ 1,820",Year,2020,Pound Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Economics option is more suited to you if you are looking to work as an economist or in directly linked civil service and government roles. The Financial Economics route is probably more suited to you if it's a career in ""the city"" you are seeking. ,Many of our graduates have moved into financial planning, investment, insurance, pensions, and wider financial roles. We also see a number of graduates following the Chartered Accountancy route.",
,,,,,,,,,,,,,,,,,,,,,5.5,5.5,6.0,5.5,6.0,56,56,56,56,62,21,20,23,20,88,6.5,5.5,5.5,5.5,6.0,6.5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
            Foundations of Economic Analysis (BU12004)
          ,
            Introductory Financial  Accounting (BU11001)
          ,
            International Business Environment (BU11002)
          ,
            Business Information Systems (BU11003)
          ,
            Global Economic Perspectives (BU11004)
          ,
            Introduction to Business Accounting (BU12003)
          ,
            The Physical Environment (EV11001)
          ,
            Environments For Life (EV12002)
          ,
            Introduction to Geography Part 1: The Unequal World (GE11001)
          ,
            Introduction to Geography Part 2: Environment, the City and Society (GE12002)
          ,
            The Globalizing World (HU12001)
          ,
            Age of Revolution c.1688 to 1871 (HY11004)
          ,
            The Rise of Atlantic Empires, 1500-1750 (HY11005)
          ,
            Mathematics 1A (MA11001)
          ,
            Mathematics 1B (MA12001)
          ,
            Applied French 1A (Intensive) (PF11001)
          ,
            Applied French 1A (PF11003)
          ,
            Applied French 1B (Intensive) (PF12002)
          ,
            Applied French 1B (PF12004)
          ,
            Applied German 1A (Intensive) (PG11001)
          ,
            Applied German 1A (PG11003)
          ,
            Applied German 1B (Intensive) (PG12002)
          ,
            Applied German 1B (PG12004)
          ,
            Plato and the Good Life (PI11006)
          ,
            Descartes, Thought and Reality (PI11007)
          ,
            Politics and Public Policy (PO11001)
          ,
            Applied Spanish 1A (Intensive) (PS11001)
          ,
            Applied Spanish 1A (PS11003)
          ,
            Applied Spanish 1B (Intensive) (PS12002)
          ,
            Applied Spanish 1B (PS12004)
          ,
            Introductory Psychology:1 (PY11001)
          ,
            Introductory Psychology:2 (PY12002)
          ,
            Microeconomics (BU21004)
          ,
            Macroeconomics and Applied Policy (BU22005)
          ,
            Career Planning Module Online (AG20001)
          ,
            Career Planning (AG22035)
          ,
            Intermediate Financial Accounting (BU21002)
          ,
            People and Organisational Behaviour (BU21003)
          ,
            Economics of an Unequal World (BU21006)
          ,
            Business Law (BU22001)
          ,
            Intermediate Financial Management (BU22003)
          ,
            Contemporary Challenges for Europe (EU21002)
          ,
            Management and Monitoring (EV21001)
          ,
            Mechanisms and Measurements (EV22002)
          ,
            Dynamic Human Worlds: Society, Culture, Economy (GE21001)
          ,
            Dynamic Physical Worlds: Earth, Water and Ice (GE22002)
          ,
            Scotland and the Wider World (HY22006)
          ,
            Mathematics 2A (MA21001)
          ,
            Applied French 2A (Intensive) (PF21001)
          ,
            Applied French 2A (PF21003)
          ,
            Applied French 2B (Intensive) (PF22002)
          ,
            Applied French 2B (PF22004)
          ,
            Applied German 2A (Intensive) (PG21001)
          ,
            Applied German 2A (PG21003)
          ,
            Applied German 2B (Intensive) (PG22002)
          ,
            Applied German 2B (PG22004)
          ,
            Thinking about life: Existentialism, Life World and Dasein (PI21004)
          ,
            Aesthetics (PI22006)
          ,
            Comparative Politics (PO22002)
          ,
            Applied Spanish 2A (Intensive) (PS21001)
          ,
            Applied Spanish 2A (PS21003)
          ,
            Applied Spanish 2B (Intensive) (PS22002)
          ,
            Applied Spanish 2B (PS22004)
          ,
            Understanding the Mind (PY21001)
          ,
            Financial Institutions (BU30014)
          ,
            Microeconomic Analysis (BU30016)
          ,
            Macroeconomic Analysis (BU30017)
          ,
            Principles of Econometrics (BU31002)
          ,
            Applied Econometrics (BU32002)
          ,
            Marketing (BU30013)
          ,
            Human Resources (BU30015)
          ,
            Behavioural Economics (BU30022)
          ,
            International Finance (BU40017)
          ,
            Financial Economic Analysis (BU40022)
          ,
            Economics of Globalisation (BU40016)
          ,
            Risk and Information (BU40018)
          ,
            Business Strategy (BU40019)
          ,
            Microeconomic Policy (BU41020)
          ,
            Macroeconomic Theory (BU41021)
          ,
            Principles of Marketing Research (BU41023)
          ,
            Macroeconomic Policy in Practice (BU42020)
          ,
            Microeconomic Theory (BU42021)
          ",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Economics option is more suited to you if you are looking to work as an economist or in directly linked civil service and government roles. The Financial Economics route is probably more suited to you if it's a career in ""the city"" you are seeking.,Many of our graduates have moved into financial planning, investment, insurance, pensions, and wider financial roles. We also see a number of graduates following the Chartered Accountancy route.",
,,,,,,,,,,,,,,," £ 18,150"," £ 1,820",Year,2020,Pound Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
            Foundations of Economic Analysis (BU12004)
          ,
            Introduction to Software Development (AC11001)
          ,
            www Authoring (AC11002)
          ,
            Introduction to Data Structures and Algorithms (AC12001)
          ,
            Argumentation and Computers: Tools for Arguing and Critical Thinking (AC12003)
          ,
            Introductory Financial  Accounting (BU11001)
          ,
            International Business Environment (BU11002)
          ,
            Business Information Systems (BU11003)
          ,
            Global Economic Perspectives (BU11004)
          ,
            Introduction to Business Accounting (BU12003)
          ,
            Structural Behaviour & Design (CE11002)
          ,
            Professional Engineering Practice (CE12003)
          ,
            Engineering Project 1 (EG11005)
          ,
            Electromagnetism and Circuits (EG11006)
          ,
            Mechanics (EG11008)
          ,
            The Physical Environment (EV11001)
          ,
            Environments For Life (EV12002)
          ,
            Introduction to Geography Part 1: The Unequal World (GE11001)
          ,
            Introduction to Geography Part 2: Environment, the City and Society (GE12002)
          ,
            Mathematics 1A (MA11001)
          ,
            Mathematics 1B (MA12001)
          ,
            Topics in Pure Mathematics (MA12002)
          ,
            Statistics and Probability (MA12003)
          ,
            Thermodynamics (ME12001)
          ,
            Professional Physics (PH11002)
          ,
            Space Physics and Astronomy (PH12003)
          ,
            Light and Matter (PH12004)
          ,
            Waves and Mechanics (PH12005)
          ,
            Introductory Psychology:1 (PY11001)
          ,
            Introductory Psychology:2 (PY12002)
          ,
            Microeconomics (BU21004)
          ,
            Macroeconomics and Applied Policy (BU22005)
          ,
            Algorithms and Artificial Intelligence (AC21007)
          ,
            Multi-paradigm Programming and Data Structures (AC21008)
          ,
            Computer Systems 2A: Architecture Fundamentals and Unix (AC21009)
          ,
            Creative Interactions (AC21011)
          ,
            Users and Interfaces (AC21012)
          ,
            Object Oriented Analysis and Design (AC22004)
          ,
            Computer Systems 2B: Architecture and Operating Systems (AC22005)
          ,
            Physical Computing (AC22006)
          ,
            Data Structures and Algorithms equals Programming (AC22007)
          ,
            Intermediate Financial Accounting (BU21002)
          ,
            Economics of an Unequal World (BU21006)
          ,
            Business Law (BU22001)
          ,
            Intermediate Financial Management (BU22003)
          ,
            Engineering Materials (CE21003)
          ,
            Project & Surveying (CE22002)
          ,
            Structures (CE22003)
          ,
            Fluid Mechanics (EG21006)
          ,
            Introduction to Programming (EG21007)
          ,
            Geomechanics (EG22005)
          ,
            Electronics and Instrumentation (EG22009)
          ,
            Solid Mechanics (EG22010)
          ,
            Management and Monitoring (EV21001)
          ,
            Mechanisms and Measurements (EV22002)
          ,
            Dynamic Human Worlds: Society, Culture, Economy (GE21001)
          ,
            Dynamic Physical Worlds: Earth, Water and Ice (GE22002)
          ,
            Geography Field Course (UK) (GE22003)
          ,
            Mathematics 2A (MA21001)
          ,
            Computer Algebra and Dynamical Systems (MA21002)
          ,
            Discrete Mathematics (MA21003)
          ,
            Mathematics 2B (MA22001)
          ,
            Software Applications for Mechanical Engineering Design (ME21001)
          ,
            Thermodynamics (ME21002)
          ,
            Manufacturing Project (ME22001)
          ,
            Mechanics of Machines (ME22002)
          ,
            Electromagnetism and Light (PH21001)
          ,
            Classical and Quantum Matter and Radiation (PH22001)
          ,
            Mathematics & Mechanics (PH22002)
          ,
            Understanding the Mind (PY21001)
          ,
            Individual Development (PY22002)
          ,
            Financial Institutions (BU30014)
          ,
            Microeconomic Analysis (BU30016)
          ,
            Macroeconomic Analysis (BU30017)
          ,
            Principles of Econometrics (BU31002)
          ,
            Applied Econometrics (BU32002)
          ,
            Marketing (BU30013)
          ,
            Human Resources (BU30015)
          ,
            Behavioural Economics (BU30022)
          ,
            International Finance (BU40017)
          ,
            Financial Economic Analysis (BU40022)
          ,
            Economics of Globalisation (BU40016)
          ,
            Business Strategy (BU40019)
          ,
            Dissertation (Economics and International Business) (BU40024)
          ,
            Marketing Research Project (BU40025)
          ,
            Microeconomic Policy (BU41020)
          ,
            Macroeconomic Theory (BU41021)
          ,
            Principles of Marketing Research (BU41023)
          ,
            Macroeconomic Policy in Practice (BU42020)
          ,
            Microeconomic Theory (BU42021)
          ",,
,,,,,,,,,,,,,,,,,,,,,5.5,5.5,6.0,5.5,6.0,56,56,56,56,62,21,20,23,20,88,6.5,5.5,5.5,5.5,6.0,6.5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Economics option is more suited to you if you are looking to work as an economist or in directly linked civil service and government roles. The Financial Economics route is probably more suited to you if it's a career in ""the city"" you are seeking.,Many of our graduates have moved into financial planning, investment, insurance, pensions, and wider financial roles. We also see a number of graduates following the Chartered Accountancy route.",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
            Foundations of Economic Analysis (BU12004)
          ,
            Introduction to Software Development (AC11001)
          ,
            www Authoring (AC11002)
          ,
            Introduction to Data Structures and Algorithms (AC12001)
          ,
            Argumentation and Computers: Tools for Arguing and Critical Thinking (AC12003)
          ,
            Introductory Financial  Accounting (BU11001)
          ,
            International Business Environment (BU11002)
          ,
            Business Information Systems (BU11003)
          ,
            Global Economic Perspectives (BU11004)
          ,
            Introduction to Business Accounting (BU12003)
          ,
            Structural Behaviour & Design (CE11002)
          ,
            Professional Engineering Practice (CE12003)
          ,
            Engineering Project 1 (EG11005)
          ,
            Electromagnetism and Circuits (EG11006)
          ,
            Mechanics (EG11008)
          ,
            The Physical Environment (EV11001)
          ,
            Environments For Life (EV12002)
          ,
            Introduction to Geography Part 1: The Unequal World (GE11001)
          ,
            Introduction to Geography Part 2: Environment, the City and Society (GE12002)
          ,
            Mathematics 1A (MA11001)
          ,
            Mathematics 1B (MA12001)
          ,
            Topics in Pure Mathematics (MA12002)
          ,
            Statistics and Probability (MA12003)
          ,
            Thermodynamics (ME12001)
          ,
            Professional Physics (PH11002)
          ,
            Space Physics and Astronomy (PH12003)
          ,
            Light and Matter (PH12004)
          ,
            Waves and Mechanics (PH12005)
          ,
            Introductory Psychology:1 (PY11001)
          ,
            Introductory Psychology:2 (PY12002)
          ,
            Microeconomics (BU21004)
          ,
            Macroeconomics and Applied Policy (BU22005)
          ,
            Algorithms and Artificial Intelligence (AC21007)
          ,
            Multi-paradigm Programming and Data Structures (AC21008)
          ,
            Computer Systems 2A: Architecture Fundamentals and Unix (AC21009)
          ,
            Creative Interactions (AC21011)
          ,
            Users and Interfaces (AC21012)
          ,
            Object Oriented Analysis and Design (AC22004)
          ,
            Computer Systems 2B: Architecture and Operating Systems (AC22005)
          ,
            Physical Computing (AC22006)
          ,
            Data Structures and Algorithms equals Programming (AC22007)
          ,
            Intermediate Financial Accounting (BU21002)
          ,
            Economics of an Unequal World (BU21006)
          ,
            Business Law (BU22001)
          ,
            Intermediate Financial Management (BU22003)
          ,
            Engineering Materials (CE21003)
          ,
            Project & Surveying (CE22002)
          ,
            Structures (CE22003)
          ,
            Fluid Mechanics (EG21006)
          ,
            Introduction to Programming (EG21007)
          ,
            Geomechanics (EG22005)
          ,
            Electronics and Instrumentation (EG22009)
          ,
            Solid Mechanics (EG22010)
          ,
            Management and Monitoring (EV21001)
          ,
            Mechanisms and Measurements (EV22002)
          ,
            Dynamic Human Worlds: Society, Culture, Economy (GE21001)
          ,
            Dynamic Physical Worlds: Earth, Water and Ice (GE22002)
          ,
            Geography Field Course (UK) (GE22003)
          ,
            Mathematics 2A (MA21001)
          ,
            Computer Algebra and Dynamical Systems (MA21002)
          ,
            Discrete Mathematics (MA21003)
          ,
            Mathematics 2B (MA22001)
          ,
            Software Applications for Mechanical Engineering Design (ME21001)
          ,
            Thermodynamics (ME21002)
          ,
            Manufacturing Project (ME22001)
          ,
            Mechanics of Machines (ME22002)
          ,
            Electromagnetism and Light (PH21001)
          ,
            Classical and Quantum Matter and Radiation (PH22001)
          ,
            Mathematics & Mechanics (PH22002)
          ,
            Understanding the Mind (PY21001)
          ,
            Individual Development (PY22002)
          ,
            Financial Institutions (BU30014)
          ,
            Microeconomic Analysis (BU30016)
          ,
            Macroeconomic Analysis (BU30017)
          ,
            Principles of Econometrics (BU31002)
          ,
            Applied Econometrics (BU32002)
          ,
            Marketing (BU30013)
          ,
            Human Resources (BU30015)
          ,
            Behavioural Economics (BU30022)
          ,
            International Finance (BU40017)
          ,
            Financial Economic Analysis (BU40022)
          ,
            Economics of Globalisation (BU40016)
          ,
            Business Strategy (BU40019)
          ,
            Dissertation (Economics and International Business) (BU40024)
          ,
            Marketing Research Project (BU40025)
          ,
            Microeconomic Policy (BU41020)
          ,
            Macroeconomic Theory (BU41021)
          ,
            Principles of Marketing Research (BU41023)
          ,
            Macroeconomic Policy in Practice (BU42020)
          ,
            Microeconomic Theory (BU42021)
          ",,
,,,,,,,,,,,,,,,"
                        £18,150 per year of study, with 50% fee for Year 1 (£9,075)
                      ","
                        ,
                      ",Year,2020,Pound Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
            Introductory Financial  Accounting (BU11001)
          ,
            Business Information Systems (BU11003)
          ,
            Global Economic Perspectives (BU11004)
          ,
            Introductory Management Accounting (BU12001)
          ,
            Foundations of Economic Analysis (Accountancy and Finance) (BU12005)
          ,
            Statistics and Probability (MA12003)
          ,
            Financial Decision Analysis (BU21001)
          ,
            Microeconomics (BU21004)
          ,
            Management Information Systems (BU21009)
          ,
            Intermediate Management Accounting (BU22002)
          ,
            Intermediate Financial Management (BU22003)
          ,
            Macroeconomics and Applied Policy (BU22005)
          ,
            Advanced Financial Management (BU30002)
          ,
            Taxation (BU30005)
          ,
            International Capital Markets (BU30007)
          ,
            Financial Institutions (BU30014)
          ,
            Principles of Econometrics (BU31002)
          ,
            Microeconomic Analysis for Finance (BU31003)
          ,
            Applied Econometrics (BU32002)
          ,
            Financial Reporting Theory (BU30006)
          ,
            Marketing (BU30013)
          ,
            Human Resources (BU30015)
          ,
            Financial Economic Analysis (BU40022)
          ,
            Security Analysis (BU41004)
          ,
            Portfolio Management (BU42003)
          ,
            Financial Statement Analysis (BU40003)
          ,
            Fiscal Studies (BU40006)
          ,
            Economics of Globalisation (BU40016)
          ,
            International Finance (BU40017)
          ,
            Risk and Information (BU40018)
          ,
            Business Strategy (BU40019)
          ,
            Business Finance Project (BU40026)
          ,
            Corporate Governance (BU41002)
          ,
            Corporate Restructuring & Finance (BU42002)
          ",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Career opportunities exist across a broad spectrum of finance related industries, including the securities and financial services industry, information systems, and corporate financial management. We've also seen graduates move into the banking sector and some become Chartered Accountants. ",
,,,,,,,,,,,,,,,,,,,,,5.5,5.5,6.0,5.5,6.0,56,56,56,56,62,21,20,23,20,88,6.5,5.5,5.5,5.5,6.0,6.5,,,,,,,,,,,
,,,,,,,,,,,,,,," £ 18,150"," £ 1,820",Year,2020,Pound Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,5.5,5.5,6.0,5.5,6.0,56,56,56,56,62,21,20,23,20,88,6.5,5.5,5.5,5.5,6.0,6.5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Career opportunities exist across a broad spectrum of finance related industries, including the securities and financial services industry, information systems, and corporate financial management. We've also seen graduates move into the banking sector and some become Chartered Accountants. ",
,,,,,,,,,,,,,,,"
                        £18,150 per year of study, with 50% fee for Year 1 (£9,075)
                      ","
                        ,
                      ",Year,2020,Pound Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
            Introductory Financial  Accounting (BU11001)
          ,
            Business Information Systems (BU11003)
          ,
            Global Economic Perspectives (BU11004)
          ,
            Introductory Management Accounting (BU12001)
          ,
            Foundations of Economic Analysis (Accountancy and Finance) (BU12005)
          ,
            Statistics and Probability (MA12003)
          ,
            Financial Decision Analysis (BU21001)
          ,
            Microeconomics (BU21004)
          ,
            Management Information Systems (BU21009)
          ,
            Intermediate Management Accounting (BU22002)
          ,
            Intermediate Financial Management (BU22003)
          ,
            Macroeconomics and Applied Policy (BU22005)
          ,
            Advanced Financial Management (BU30002)
          ,
            Taxation (BU30005)
          ,
            International Capital Markets (BU30007)
          ,
            Financial Institutions (BU30014)
          ,
            Principles of Econometrics (BU31002)
          ,
            Microeconomic Analysis for Finance (BU31003)
          ,
            Applied Econometrics (BU32002)
          ,
            Financial Reporting Theory (BU30006)
          ,
            Marketing (BU30013)
          ,
            Human Resources (BU30015)
          ,
            Financial Economic Analysis (BU40022)
          ,
            Security Analysis (BU41004)
          ,
            Portfolio Management (BU42003)
          ,
            Financial Statement Analysis (BU40003)
          ,
            Fiscal Studies (BU40006)
          ,
            Economics of Globalisation (BU40016)
          ,
            International Finance (BU40017)
          ,
            Risk and Information (BU40018)
          ,
            Business Strategy (BU40019)
          ,
            Business Finance Project (BU40026)
          ,
            Corporate Governance (BU41002)
          ,
            Corporate Restructuring & Finance (BU42002)
          ",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
            Politics and Public Policy (PO11001)
          ,
            Global Challenges (PO12004)
          ,
            Comparative Politics (PO22002)
          ,
            Contemporary Challenges for Europe (EU21002)
          ,
            Applied Spanish 2A (Intensive) (PS21001)
          ,
            Applied Spanish 2A (PS21003)
          ,
            Applied Spanish 2B (Intensive) (PS22002)
          ,
            Applied Spanish 2B (PS22004)
          ,
            The Collapse of the Soviet Union: 1985-91 (PO31011)
          ",,
,,,,,,,,,,,,,,," £ 18,150"," £ 1,820",Year,2020,Pound Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,5.5,5.5,6.0,5.5,6.0,56,56,56,56,62,21,20,23,20,88,6.5,5.5,5.5,5.5,6.0,6.5,,,,,,,,,,,
